A,B,DISTANCE,STREET,ONEWAY,LINKID,TAZID,PATHGRP,TRK_RSTRCT,DISTEXCEPT,RAILSPD,HOV_LYEAR,LN_2015,LN_2019,LN19_2024,LN19_2030,LN19_2040,LN19_2050,LN19_2030UF,LN19_2040UF,LN19_2050UF,LN_P4_EOP3,LN_2040_T,TRN_2015,TRN_2019,TRN19_2024,TRN19_2030,TRN19_2040,TRN19_2050,TRN19_2030U,TRN19_2040U,TRN19_2050U,TN_P4_EOP3,TRN_EOP3,FT_2015,FT_2019,FT19_2024,FT19_2030,FT19_2040,FT19_2050,FT19_2030UF,FT19_2040UF,FT19_2050UF,FT_P4_EOP3,SFAC,CFAC,SCREN_SML,SCREN_MED,SCREN_LRG,SCREN_MPO,JEFF_EDIT,UDOT_FC,UDOTFCCODE,UDOT_AT,TYPE,PROJFLAG,PROJ_ID_N,GEOMETRYSO,GEOMETRY_1,SEGID,TRNSFSRC,JOINDIST,NEW,USE,REMOVE,SHAPE_LENG,GEOMETRY_2,GEOMETRY_3,SHAPE_LE_1,LN23_2028,TRN23_2028,FT23_2028,PASSLANE,SELGRP,LN23_2032,LN23_2042,LN23_2050,LN23_2032UF,LN23_2042UF,LN23_2050UF,TL23_2032,TL23_2042,TL23_2050,TL23_2032UF,TL23_2042UF,TL23_2050UF,PL23_2032,PL23_2042,PL23_2050,PL23_2032UF,PL23_2042UF,PL23_2050UF,FT23_2032,FT23_2042,FT23_2050,FT23_2032UF,FT23_2042UF,FT23_2050UF,LN_2023,FT_2023,TRN_2023,PL_2023,LN_TMP,TRN_TMP,FT_TMP,PL_TMP,PROJECT_NUM
"1630","1424",0.26030,"1800","2",1424_1630,"277","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","5","5","5","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","1",Minor Collector,"6",Urban,,"0",13.0,"1","1",1264_000.0,EBWB_Hwy_SJ,2.21360,"1","1","0",1374.24410,"1","1",1374.24410,"1","0","5","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","0","5","0",
"1630","2378",0.11780,"1800","2",2378_1630,"278","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","5","5","5","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","1",Minor Collector,"6",Urban,,"0",13.0,"1","1",1264_000.0,EBWB_Hwy_SJ,2.03780,"1","1","0",621.98130,"1","1",621.98130,"1","0","5","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","0","5","0",
"1630","2802",0.25810,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.00,"0","0","0","0","0","0",,"0",,,"0",0.0,"0","0",,,0.00000,"0","0","0",0.00000,"0","0",0.00000,"0","0","0","0","0","0","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0","1","0","6","0",R-149
"1631","286",0.12312,,"2",1631_284,"284","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",650.07654,"1","1",650.07654,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1631","287",0.12473,,"2",1631_285,"285","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",658.59094,"1","1",658.59094,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1631","1155",0.25560,200 West,"2",1631_1155,"284","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","1",Minor Collector,"6",Urban,,"0",0.0,"1","1",1203_001.8,NBSB_Hwy_SJ,0.78840,"1","1","0",1349.52040,"1","1",1349.52040,"1","0","5","0","0","1","1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","1","5","0",
"1631","1156",0.25310,200 West,"2",1631_1156,"285","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","1",Minor Collector,"6",Urban,,"0",0.0,"1","1",1203_001.8,NBSB_Hwy_SJ,1.12730,"1","1","0",1336.15840,"1","1",1336.15840,"1","0","5","0","0","1","1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","1","5","0",
"1632","302",0.13819,,"2",198_2353,"198","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",729.64044,"1","1",729.64044,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1632","304",0.18767,,"2",1632_301,"301","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",990.90588,"1","1",990.90588,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1632","305",0.17553,,"2",1632_302,"302","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",926.80157,"1","1",926.80157,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1632","1154",0.25610,200 West,"2",1632_1154,"302","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","1",Minor Collector,"6",Urban,,"0",0.0,"1","1",1203_001.3,NBSB_Hwy_SJ,2.94500,"1","1","0",1352.22920,"1","1",1352.22920,"1","0","5","0","0","1","1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","1","5","0",
"1632","1155",0.26010,200 West,"2",1632_1155,"300","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","1",Minor Collector,"6",Urban,,"0",0.0,"1","1",1203_001.3,NBSB_Hwy_SJ,0.80110,"1","1","0",1373.37040,"1","1",1373.37040,"1","0","5","0","0","1","1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","1","5","0",
"1633","1187",0.29045,SR-91,"2",1633_1187,"302","0","0","0","0","0","2","2","2","2","2","3","2","2","3","3","3","1","1","1","1","1","1","1","1","1","1","0","2","2","2","2","2","2","2","2","2","2",0.00,"0","0","0","0","0","0",Other Principal A,"3",Urban,Arterial,"1",58.0,"1","1",0091_027.9,NBSB_Hwy_SJ,0.92049,"1","1","0",1533.55896,"1","1",1533.55896,"2","1","2","0","0","2","2","2","2","2","2","1","1","1","1","1","1","0","0","0","0","0","0","2","2","2","2","2","2","2","2","1","0","2","1","2","0",
"1633","1191",0.22157,SR-91,"2",1633_1191,"303","0","0","0","0","0","2","2","2","2","2","3","2","2","3","3","3","1","1","1","1","1","1","1","1","1","1","0","2","2","2","2","2","2","2","2","2","2",0.00,"0","0","0","0","0","0",Other Principal A,"3",Urban,Arterial,"1",58.0,"1","1",0091_027.9,NBSB_Hwy_SJ,1.18196,"1","1","0",1169.87939,"1","1",1169.87939,"2","1","2","0","0","2","2","2","2","2","2","1","1","1","1","1","1","0","0","0","0","0","0","2","2","2","2","2","2","2","2","1","0","2","1","2","0",
"1634","310",0.14942,,"2",1634_307,"307","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",788.92194,"1","1",788.92194,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1634","1297",0.30815,600 E,"2",1634_1297,"308","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",9.0,"1","1",1239_000.0,NBSB_Hwy_SJ,2.25006,"1","1","0",1627.03882,"1","1",1627.03882,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1634","1298",0.21777,N 600 E,"2",1634_1298,"307","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",9.0,"1","1",1239_000.0,NBSB_Hwy_SJ,0.20681,"1","1","0",1149.82434,"1","1",1149.82434,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1635","2196",0.13439,400 E,"2",1635_2196,"288","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",709.57611,"1","1",709.57611,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1635","2392",0.15142,400 E,"2",1635_2392,"305","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",799.48065,"1","1",799.48065,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1635","2393",0.13302,SR-239,"2",1635_2393,"307","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","3","0","3","3","3","3","3","3","3","3","3","3",1.20,"0","0","0","0","0","0",Minor Arterial,"4",Urban,Arterial,"0",0.0,"1","1",1208_001.5,EBWB_Hwy_SJ,1.03643,"1","1","0",702.32050,"1","1",702.32050,"2","1","3","0","0","2","2","2","2","2","2","1","1","1","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","2","3","1","0","2","1","3","0",
"1635","2394",0.13690,SR-239,"2",1635_2394,"287","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","3","0","3","3","3","3","3","3","3","3","3","3",1.20,"0","0","0","0","0","0",Minor Arterial,"4",Urban,Arterial,"0",0.0,"1","1",1208_001.5,EBWB_Hwy_SJ,1.18284,"1","1","0",722.81207,"1","1",722.81207,"2","1","3","0","0","2","2","2","2","2","2","1","1","1","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","2","3","1","0","2","1","3","0",
"1636","311",0.11929,,"2",1636_308,"308","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",629.82690,"1","1",629.82690,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1636","338",0.18279,,"2",1636_334,"334","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",965.15106,"1","1",965.15106,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1636","1297",0.13670,"1000","2",1297_1636,"308","0","0","0","0","0","1","1","1","1","2","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","0","3","3","3","3","3","3","3","3","3","3",0.00,"0","0","0","0","0","0",Minor Arterial,"4",Urban,Arterial,"1",7.0,"1","1",1212_001.5,EBWB_Hwy_SJ,1.90750,"1","1","0",721.64900,"1","1",721.64900,"1","1","3","0","0","2","2","2","1","1","2","1","1","1","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","1","3","1","0","2","1","3","0",R-146
"1636","1653",0.13580,"1000","2",1653_1636,"334","0","0","0","0","0","1","1","1","1","2","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","0","3","3","3","3","3","3","3","3","3","3",0.00,"0","0","0","0","0","0",Minor Arterial,"4",Urban,Arterial,"1",7.0,"1","1",1212_001.5,EBWB_Hwy_SJ,2.14130,"1","1","0",717.13990,"1","1",717.13990,"1","1","3","0","0","2","2","2","1","1","2","1","1","1","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","1","3","1","0","2","1","3","0",R-146
"1637","312",0.15068,,"2",1637_309,"309","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",795.61127,"1","1",795.61127,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1637","314",0.21654,,"2",1637_311,"311","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",1143.33862,"1","1",1143.33862,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1637","1314",0.21042,SR-237,"2",1637_1314,"309","0","0","0","0","0","1","2","2","2","2","2","1","1","1","1","1","0","0","0","0","0","0","0","0","0","3","0","3","3","3","3","3","3","3","3","3","3",0.00,"0","0","0","0","0","0",Minor Arterial,"4",Urban,Arterial,"0",0.0,"1","1",1267_000.4,NBSB_Hwy_SJ,1.10642,"1","1","0",1110.99939,"1","1",1110.99939,"2","0","3","0","0","2","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","2","3","0","0","2","0","3","0",
"1637","2391",0.18701,SR-237,"2",1637_2391,"310","0","0","0","0","0","1","2","2","2","2","2","1","1","1","1","1","0","0","0","0","0","0","0","0","0","3","0","3","3","3","3","3","3","3","3","3","3",0.00,"0","0","0","0","0","0",Minor Arterial,"4",Urban,Arterial,"0",0.0,"1","1",1267_000.4,NBSB_Hwy_SJ,1.17775,"1","1","0",987.39093,"1","1",987.39093,"2","0","3","0","0","2","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","2","3","0","0","2","0","3","0",
"1638","292",0.11704,,"2",1638_290,"290","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",617.97198,"1","1",617.97198,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1638","314",0.23437,,"2",1638_311,"311","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",1237.46558,"1","1",1237.46558,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1638","1314",0.32350,"1400","2",1638_1314,"290","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","0","4","4","4","4","4","4","4","4","4","4",1.20,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",0.0,"1","1",1244_001.6,EBWB_Hwy_SJ,1.94460,"1","1","0",1708.06287,"1","1",1708.06287,"1","1","4","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","4","4","4","4","4","4","1","4","1","0","1","1","4","0",
"1638","1356",0.17243,"1400","2",1638_1356,"311","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","0","4","4","4","4","4","4","4","4","4","4",1.20,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",0.0,"1","1",1244_001.6,EBWB_Hwy_SJ,0.66903,"1","1","0",910.44141,"1","1",910.44141,"1","1","4","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","4","4","4","4","4","4","1","4","1","0","1","1","4","0",
"1639","793",0.12940,,"2",1639_772,"772","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Rural,,"0",0.0,"1","1",,,0.00000,"0","0","0",683.23706,"1","1",683.23706,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1639","1610",0.43829,Coleman Rd,"2",1639_1610,"773","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",2314.15332,"1","1",2314.15332,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1639","1640",0.45350,1600 W,"2",1639_1640,"773","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",2394.47144,"1","1",2394.47144,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1640","1639",0.45350,1600 W,"2",1640_1639,"773","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",2394.47144,"1","1",2394.47144,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1640","1694",0.55610,1600 W,"2",1640_1694,"760","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",2936.20581,"1","1",2936.20581,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1640","1844",1.00357,6600 N,"2",1640_1844,"773","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",5298.84326,"1","1",5298.84326,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1641","350",0.06308,,"2",1641_343,"343","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",333.08539,"1","1",333.08539,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1641","1354",0.27985,E 1000 N,"2",1641_1354,"315","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","5","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",0.0,"1","1",1248_000.0,EBWB_Hwy_SJ,0.09449,"1","1","0",1477.60059,"1","1",1477.60059,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1641","1370",0.11271,ELLENDALE AVE,"2",1641_1370,"317","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","5","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",0.0,"1","1",1248_000.0,EBWB_Hwy_SJ,0.73106,"1","1","0",595.11407,"1","1",595.11407,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1642","1718",0.39576,SR-142,"2",1642_1718,"115","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",2089.61279,"1","1",2089.61279,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1642","2175",0.22035,300 E,"2",1642_2175,"108","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",1163.43469,"1","1",1163.43469,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1642","2203",0.20956,SR-142,"2",1642_2203,"113","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",1106.48450,"1","1",1106.48450,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
