A,B,DISTANCE,STREET,ONEWAY,LINKID,TAZID,PATHGRP,TRK_RSTRCT,DISTEXCEPT,RAILSPD,HOV_LYEAR,LN_2015,LN_2019,LN19_2024,LN19_2030,LN19_2040,LN19_2050,LN19_2030UF,LN19_2040UF,LN19_2050UF,LN_P4_EOP3,LN_2040_T,TRN_2015,TRN_2019,TRN19_2024,TRN19_2030,TRN19_2040,TRN19_2050,TRN19_2030U,TRN19_2040U,TRN19_2050U,TN_P4_EOP3,TRN_EOP3,FT_2015,FT_2019,FT19_2024,FT19_2030,FT19_2040,FT19_2050,FT19_2030UF,FT19_2040UF,FT19_2050UF,FT_P4_EOP3,SFAC,CFAC,SCREN_SML,SCREN_MED,SCREN_LRG,SCREN_MPO,JEFF_EDIT,UDOT_FC,UDOTFCCODE,UDOT_AT,TYPE,PROJFLAG,PROJ_ID_N,GEOMETRYSO,GEOMETRY_1,SEGID,TRNSFSRC,JOINDIST,NEW,USE,REMOVE,SHAPE_LENG,GEOMETRY_2,GEOMETRY_3,SHAPE_LE_1,LN23_2028,TRN23_2028,FT23_2028,PASSLANE,SELGRP,LN23_2032,LN23_2042,LN23_2050,LN23_2032UF,LN23_2042UF,LN23_2050UF,TL23_2032,TL23_2042,TL23_2050,TL23_2032UF,TL23_2042UF,TL23_2050UF,PL23_2032,PL23_2042,PL23_2050,PL23_2032UF,PL23_2042UF,PL23_2050UF,FT23_2032,FT23_2042,FT23_2050,FT23_2032UF,FT23_2042UF,FT23_2050UF,LN_2023,FT_2023,TRN_2023,PL_2023,LN_TMP,TRN_TMP,FT_TMP,PL_TMP,PROJECT_NUM
"2266","1774",0.48415,SR-91,"2",2266_1774,"878","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","0","2","2","2","2","2","2","2","2","2","2",0.00,"0","0","0","0","0","0",Other Principal A,"3",Rural,Arterial,"0",0.0,"1","1",0091_020.7,EBWB_Hwy_SJ,0.42907,"1","1","0",2556.31519,"1","1",2556.31519,"2","1","2","0","0","2","2","2","2","2","2","1","1","1","1","1","1","0","0","0","0","0","0","2","2","2","2","2","2","2","2","1","0","2","1","2","0",
"2266","1920",0.64144,SR-91,"2",1920_2266,"599","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","0","2","2","2","2","2","2","2","2","2","2",0.00,"0","0","0","0","0","0",Other Principal A,"3",Urban,Arterial,"0",0.0,"1","1",0091_020.0,OmniDir_Hwy_sj,22.39530,"1","1","0",3292.87207,"1","1",3386.80005,"2","1","2","0","0","2","2","2","2","2","2","1","1","1","1","1","1","0","0","0","0","0","0","2","2","2","2","2","2","2","2","1","0","2","1","2","0",
"2266","2267",0.13110,W 4000 S,"2",2266_2267,"599","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4",0.00,"0","0","0","0","0","1",Local,"7",Urban,,"1",27.0,"1","1",Cache_4022,,0.00000,"0","1","0",1006.00110,"1","1",1006.00110,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0","1","0","6","0",
"2267","2266",0.13110,W 4000 S,"2",2267_2266,"599","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4",0.00,"0","0","0","0","0","1",Local,"7",Urban,,"1",27.0,"1","1",Cache_4022,,0.00000,"0","1","0",1006.00110,"1","1",1006.00110,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0","1","0","6","0",
"2267","2268",0.07270,W 4000 S,"2",2267_2268,"599","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4",0.00,"0","0","0","0","0","1",Local,"7",Urban,,"1",27.0,"1","1",Cache_4022,,0.00000,"0","1","0",416.00790,"1","1",416.00790,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0","1","0","6","0",
"2268","904",0.47496,,"2",2268_883,"883","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",2507.76953,"1","1",2507.76953,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0",
"2268","2265",0.73280,W 4000 S,"2",2268_2265,"879","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4",0.00,"0","0","0","0","0","1",Local,"7",Urban,,"1",27.0,"1","1",Cache_4022,,0.00000,"0","1","0",3869.18330,"1","1",3869.18330,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0","1","0","6","0",
"2268","2267",0.07270,W 4000 S,"2",2268_2267,"599","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4",0.00,"0","0","0","0","0","1",Local,"7",Urban,,"1",27.0,"1","1",Cache_4022,,0.00000,"0","1","0",416.00790,"1","1",416.00790,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0","1","0","6","0",
"2269","1085",0.13987,W 300 S,"2",2269_1085,"578","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","5","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","1",Minor Collector,"6",Urban,,"0",0.0,"1","1",1172_000.0,EBWB_Hwy_SJ,0.05034,"1","1","0",738.49188,"1","1",738.49188,"1","0","5","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","0","5","0",
"2269","1794",0.14366,E 300 S,"2",2269_1794,"579","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","5","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","1",Minor Collector,"6",Urban,,"0",0.0,"1","1",1172_000.0,EBWB_Hwy_SJ,0.28445,"1","1","0",758.50159,"1","1",758.50159,"1","0","5","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","0","5","0",
"2269","2168",0.43199,200 West,"2",1392_2289,"569","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","5","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",2280.88208,"1","1",2280.88208,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2269","2549",0.06954,200 West,"2",1392_2289,"569","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","5","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",367.18738,"1","1",367.18738,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2270","607",0.46707,,"2",2270_586,"586","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",2466.12061,"1","1",2466.12061,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2270","1799",0.14433,S 200 E,"2",2270_1799,"586","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","5","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",762.08398,"1","1",762.08398,"1","0","5","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","0","5","0",
"2270","2031",0.13791,S 200 E,"2",2270_2031,"585","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","5","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",728.17560,"1","1",728.17560,"1","0","5","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","0","5","0",
"2270","2501",0.34588,200 West,"2",1392_2289,"569","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","5","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",1826.23242,"1","1",1826.23242,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2271","642",0.53192,,"2",2271_621,"621","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Rural,,"0",0.0,"1","1",,,0.00000,"0","0","0",2808.52783,"1","1",2808.52783,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2271","928",0.39162,,"2",2271_907,"907","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Rural,,"0",0.0,"1","1",,,0.00000,"0","0","0",2067.75513,"1","1",2067.75513,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2271","1798",0.69593,2400 West,"2",2271_1798,"906","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","5","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",3674.51245,"1","1",3674.51245,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2271","1954",0.35645,2400 West,"2",2271_1954,"907","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","5","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",1882.05371,"1","1",1882.05371,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2272","580",0.34059,,"2",2272_562,"562","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",1798.33667,"1","1",1798.33667,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2272","908",0.39525,,"2",2272_887,"887","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",2086.94336,"1","1",2086.94336,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2272","909",0.33893,,"2",2272_888,"888","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",1789.53320,"1","1",1789.53320,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2272","1069",0.31918,1900 W,"2",2272_1069,"562","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",1685.28589,"1","1",1685.28589,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2272","1921",0.44376,1900 W,"2",2272_1921,"887","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",2343.02930,"1","1",2343.02930,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2273","582",0.35419,,"2",2273_564,"564","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",1870.11108,"1","1",1870.11108,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2273","910",0.31449,,"2",2273_889,"889","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",1660.50098,"1","1",1660.50098,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2273","911",0.35740,,"2",2273_890,"890","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",1887.07324,"1","1",1887.07324,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2273","1089",0.32525,1200 WEST MILLER R,"2",2273_1089,"564","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","1",Major Collector,"5",Urban,Arterial,"0",26.0,"1","1",1178_000.3,NBSB_Hwy_SJ,1.57716,"1","1","0",1717.31409,"1","1",1717.31409,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"2273","1400",0.45011,1200 WEST MILLER R,"2",2273_1400,"889","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","1",Major Collector,"5",Urban,Arterial,"0",26.0,"1","1",1178_000.3,NBSB_Hwy_SJ,3.24969,"1","1","0",2376.60010,"1","1",2376.60010,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"2274","175",0.21027,,"2",2274_175,"175","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",1110.21008,"1","1",1110.21008,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2274","1259",0.25250,S 250 E,"2",1259_2274,"177","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","1","1","0","4","5","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","1",Major Collector,"5",Urban,Arterial,"0",48.0,"1","1",1232_005.7,NBSB_Hwy_SJ,5.55580,"1","1","0",1333.25630,"1","1",1333.25630,"1","0","5","0","0","1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","1","5","0",R-70
"2274","1987",0.10350,S 250 E,"2",1987_2274,"177","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","1","1","0","4","5","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","1",Major Collector,"5",Urban,Arterial,"0",48.0,"1","1",1232_005.7,NBSB_Hwy_SJ,3.59440,"1","1","0",546.58860,"1","1",546.58860,"1","0","5","0","0","1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","1","5","0",R-70
"2275","57",0.13006,,"2",2275_57,"57","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Rural,,"0",0.0,"1","1",,,0.00000,"0","0","0",686.73517,"1","1",686.73517,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2275","675",0.14445,,"2",2275_654,"654","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Rural,,"0",0.0,"1","1",,,0.00000,"0","0","0",762.70697,"1","1",762.70697,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2275","2104",0.23226,10100 N,"2",2275_2104,"654","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",1226.32202,"1","1",1226.32202,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2275","2105",0.32577,10100 N,"2",2275_2105,"654","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",1720.06250,"1","1",1720.06250,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2276","679",0.13528,,"2",2276_658,"658","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Rural,,"0",0.0,"1","1",,,0.00000,"0","0","0",714.27289,"1","1",714.27289,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2276","680",0.40862,,"2",2276_659,"659","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Rural,,"0",0.0,"1","1",,,0.00000,"0","0","0",2157.51514,"1","1",2157.51514,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2276","2103",0.40887,10100 N,"2",2276_2103,"658","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",2158.82935,"1","1",2158.82935,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2276","2106",0.28596,10100 N,"2",2276_2106,"658","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",1509.84802,"1","1",1509.84802,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2277","683",0.20358,,"2",2277_662,"662","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Rural,,"0",0.0,"1","1",,,0.00000,"0","0","0",1074.87634,"1","1",1074.87634,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2277","686",0.36370,,"2",2277_665,"665","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Rural,,"0",0.0,"1","1",,,0.00000,"0","0","0",1920.33484,"1","1",1920.33484,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2277","1037",1.03098,9200 N,"2",2277_1037,"655","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",5443.59326,"1","1",5443.59326,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2277","2278",0.82891,9200 N,"2",2277_2278,"665","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",4376.64014,"1","1",4376.64014,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2278","2277",0.82891,9200 N,"2",2278_2277,"665","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",4376.64014,"1","1",4376.64014,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2279","673",0.36442,,"2",2279_652,"652","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Rural,,"0",0.0,"1","1",,,0.00000,"0","0","0",1924.12756,"1","1",1924.12756,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2279","674",0.14579,,"2",2279_653,"653","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Rural,,"0",0.0,"1","1",,,0.00000,"0","0","0",769.76581,"1","1",769.76581,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2279","1061",0.32517,Main St,"2",2279_1061,"652","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",1716.90430,"1","1",1716.90430,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2279","1063",0.35648,Main St,"2",2279_1063,"653","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",1882.20911,"1","1",1882.20911,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"2280","694",0.70046,,"2",2280_673,"673","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Rural,,"0",0.0,"1","1",,,0.00000,"0","0","0",3698.40601,"1","1",3698.40601,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"2280","1040",0.70345,Long Divide Rd,"2",2280_1040,"669","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","5","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","0",Minor Collector,"6",Rural,,"0",0.0,"1","1",1118_006.3,NBSB_Hwy_SJ,0.41886,"1","1","0",3714.22363,"1","1",3714.22363,"1","0","5","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","0","5","0",
